word,frequency
definition,164
good old,164
open pm,163
used come,163
lot flavor,163
point just,163
suffered,163
wish stars,163
called ask,163
really special,163
celebrate birthday,163
food highly,163
clay,163
gave good,163
food makes,163
perfect way,163
good want,163
little loud,163
good sandwich,163
say didn,163
service overall,163
min later,163
barley,163
christian,163
delicious husband,163
able try,163
friendly really,163
steel,163
time say,163
table right,163
breakfast items,163
jet,163
experience restaurant,163
austin,163
hair salon,163
fab,163
terminal market,163
percent,163
menu delicious,163
good meat,163
tried chicken,163
grocery stores,163
pay cash,163
hooters,163
cigarettes,163
staff service,163
climb,163
rockefeller,163
type food,163
food waitress,163
filler,163
cup tea,163
good italian,163
review stars,163
good places,163
little time,163
bouquet,163
audio,163
didn long,163
ambiance nice,163
ordered seafood,163
asked waiter,163
remotely,163
nice view,163
education,163
times service,162
ordered salmon,162
closely,162
spend hours,162
spent minutes,162
place happy,162
threading,162
couldn make,162
eat dinner,162
gain,162
place long,162
way just,162
added bonus,162
throat,162
guides,162
yes yes,162
went week,162
rude unprofessional,162
lobster tail,162
casinos,162
lot options,162
marrow,162
strict,162
decoration,162
bad attitude,162
especially like,162
coats,162
money place,162
great burgers,162
nice definitely,162
harvest,162
outside nice,162
vent,162
modest,162
nice professional,162
core,162
knowledgeable helpful,162
referral,162
precious,162
fries fries,162
came friday,162
stephen,162
suited,162
almond milk,162
alternatives,162
love location,162
drink refills,162
promises,162
wrapping,162
rentals,162
previous reviews,162
butter sauce,162
got check,162
fantastic experience,162
destroyed,162
doing business,162
useful,162
really worth,162
went yesterday,162
dairy free,162
better average,162
deter,161
cutest,161
seminole,161
finally able,161
martin,161
shrimp appetizer,161
ve couple,161
chicken really,161
good special,161
mexican place,161
tacos delicious,161
amazing flavor,161
nice know,161
personalized,161
kabobs,161
time week,161
coloring,161
rehearsal,161
bon,161
saving grace,161
great brunch,161
place decided,161
bread fresh,161
disney,161
fluke,161
going location,161
lou,161
bound,161
sales people,161
review just,161
said okay,161
vegan food,161
stopped quick,161
bayou,161
don love,161
cameras,161
cancel order,161
meantime,161
residential,161
linda,161
plenty space,161
love decor,161
phil,161
food especially,161
tasty fresh,161
kids loved,161
doing great,161
locally sourced,161
good burgers,161
larry,161
tj,161
people sitting,161
just small,161
twice month,161
great store,161
today lunch,161
good cheese,161
way work,161
time walked,161
ny strip,160
furthermore,160
rita,160
neighboring,160
neglected,160
managing,160
bump,160
cheese great,160
tell people,160
good shrimp,160
time highly,160
fall bone,160
bookstore,160
sauerkraut,160
taking time,160
pest,160
mochi,160
service provided,160
overall just,160
mind paying,160
passenger,160
prices higher,160
awful experience,160
unique delicious,160
marys,160
ve waiting,160
hard rock,160
prob,160
sit inside,160
sliding,160
years come,160
ll say,160
dog food,160
lengthy,160
ordered appetizer,160
impatient,160
ok just,160
beer garden,160
compensate,160
store just,160
christmas eve,160
travels,160
new ownership,160
outs,160
based yelp,160
need say,160
sounded good,160
second opinion,160
don ask,160
price definitely,160
doesn love,160
glue,160
resolution,160
street corn,160
carpaccio,160
teens,160
seal,160
seamless,160
bar really,159
time spent,159
steakhouses,159
boats,159
miss place,159
got different,159
say won,159
best ice,159
good usually,159
just thought,159
definitely won,159
menu said,159
came ask,159
flat screen,159
surprises,159
lump crab,159
imported,159
unsafe,159
unfamiliar,159
dinner place,159
ok special,159
steak shake,159
oscar,159
digital,159
order pick,159
apt,159
plan going,159
ordered wings,159
jan,159
walked right,159
luxurious,159
things ve,159
crossing,159
spinach artichoke,159
going pay,159
amazing friendly,159
times really,159
great attentive,159
thomas,159
amazing good,159
artichoke dip,159
tried new,159
cheese board,159
bit better,159
stop time,159
hanger,159
supporting local,159
said fine,159
good friends,159
tee,158
steer clear,158
pretty high,158
soft inside,158
timers,158
attorney,158
communal,158
staff quick,158
spot food,158
nostalgic,158
ordered couple,158
big plus,158
gals,158
gather,158
enjoy place,158
cheese grits,158
probably better,158
delicious pizza,158
monday morning,158
try sell,158
good news,158
time finally,158
place feel,158
chicken cheese,158
eggs cooked,158
hectic,158
mere,158
vista,158
maps,158
really make,158
landscaping,158
just looked,158
people bar,158
way place,158
people table,158
arrived early,158
experience ordered,158
beautiful place,158
just street,158
don normally,158
breakfast day,158
said like,158
hyped,158
valued,158
extremely slow,158
brown sugar,158
financing,158
fresh tasting,158
things happen,158
awesome definitely,158
mirrors,158
slap,158
make new,158
make experience,158
nice meal,158
drops,158
small size,158
say really,158
leave review,158
long term,158
gave try,157
fantastic place,157
didn check,157
extremely professional,157
small tables,157
laying,157
think people,157
dimly,157
horrible food,157
beg,157
receipts,157
crumbles,157
recovery,157
fun great,157
wedding dress,157
away food,157
peeling,157
extremely happy,157
counted,157
memphis,157
place located,157
dinner friends,157
roach,157
great looking,157
people time,157
half chicken,157
single person,157
delicious wait,157
place drink,157
height,157
like fact,157
kung pao,157
tastes great,157
price fair,157
educational,157
hannah,157
intimidating,157
knee,157
forks,157
visiting family,157
staff make,157
earned money,157
restaurant don,157
puree,157
order wait,157
identify,157
hold minutes,157
hmm,157
links,157
staffs,157
able sit,157
pork fried,157
shredded beef,157
rubbed,157
order ahead,157
hot tea,157
clean restaurant,156
attentive helpful,156
happiness,156
way priced,156
large menu,156
redeeming,156
cookies cream,156
masseuse,156
pretty damn,156
pin,156
tanning,156
encouraging,156
unsatisfied,156
unreasonable,156
killing,156
people make,156
great environment,156
flounder,156
tang,156
combine,156
disabled,156
restaurants ve,156
isn really,156
deliveries,156
bliss,156
cantina,156
kit,156
sure don,156
spicy mayo,156
supportive,156
did bring,156
fresco,156
today got,156
service times,156
cindy,156
friend birthday,156
place meet,156
hard work,156
tortilla soup,156
guinness,156
sit table,156
counters,156
place actually,156
server told,156
breakfast buffet,156
flavours,156
needs work,156
probably come,156
wasn working,156
tai,156
used live,156
stumble,156
kept telling,156
fraud,156
hour drive,156
kicker,156
street food,156
cuban food,156
ve met,156
sign door,156
come dinner,156
came late,156
sang,156
froyo,156
sandwiches good,156
waiter attentive,156
garden district,156
sour chicken,156
time people,156
hiking,156
glorious,156
jamie,156
casa,156
great places,155
better ve,155
customized,155
really say,155
speedway,155
experience don,155
menu choices,155
working hard,155
got chance,155
location nice,155
roomy,155
got steak,155
time waiting,155
invoice,155
salad really,155
buy new,155
like service,155
husband loved,155
megan,155
great company,155
nice quiet,155
nice looking,155
oyster bar,155
spot good,155
later told,155
right thing,155
bros,155
day service,155
came ordered,155
roasted chicken,155
loading,155
bait switch,155
guy working,155
glad tried,155
wasn super,155
asked extra,155
pizza ordered,155
shannon,155
shellfish,155
radish,155
awe,155
dull,155
spectrum,155
ll order,155
ordered good,155
noticing,155
food sure,155
accounts,155
complemented,155
place spend,155
registers,155
relaxed atmosphere,155
just sat,155
didn receive,155
prix,155
friends went,155
service wait,155
pick car,154
open air,154
best price,154
times disappointed,154
chicken burrito,154
great recommend,154
relish,154
farther,154
wiping,154
don work,154
menu extensive,154
door dash,154
menu got,154
forgive,154
university city,154
really awesome,154
wouldn able,154
lexus,154
trial,154
bottles wine,154
store great,154
wow great,154
kroger,154
decent size,154
italian restaurants,154
did awesome,154
good chinese,154
las vegas,154
sure bring,154
closer home,154
readily,154
doggie,154
equivalent,154
star restaurant,154
therapists,154
perfect food,154
dudes,154
told waitress,154
extra money,154
plenty places,154
smash,154
didn help,154
puff,154
papers,154
bull,154
fast casual,154
margherita pizza,154
mothers,154
just fun,154
licking,154
maki,154
fishers,154
lived area,154
roasted red,154
parmesan cheese,154
guys great,154
place especially,154
proceeded tell,154
feeding,154
easy talk,154
wings great,154
ted,154
stall,154
mercedes,154
sandwich came,154
guess just,154
place deserves,154
restaurant beautiful,154
couple things,154
sandwich ve,154
long hair,154
housemade,154
dietary restrictions,154
meter,154
sf,154
decaf,154
said sure,154
come lunch,154
competitor,154
time years,154
truffles,154
sauced,154
great conversation,154
remembers,154
alongside,154
best area,154
mode,153
hurting,153
special menu,153
styling,153
enthusiasm,153
devil,153
absolutely beautiful,153
know getting,153
came good,153
sara,153
haul,153
cure,153
table outside,153
nice big,153
rice noodles,153
nice hot,153
nice surprise,153
clean bright,153
runners,153
pork chicken,153
meat sauce,153
ringing,153
wasted time,153
director,153
chicken soup,153
steven,153
referring,153
jiffy,153
noble,153
day place,153
grumpy,153
don fooled,153
delicious tried,153
patch,153
went make,153
waitress told,153
approval,153
ace,153
suffering,153
automated,153
pitch,153
stealing,153
delivery driver,153
speak english,153
dale,153
aaa,153
tasting room,153
able enjoy,153
walked past,153
great overall,153
variations,153
unappetizing,153
errors,153
dent,153
order did,153
poppers,153
try ll,153
largely,153
blessed,153
items ordered,153
good mix,153
pappy,153
table just,153
food going,153
ve wait,153
places city,153
tasted amazing,153
mason,153
macarons,153
dismissive,153
authentic food,153
friendly love,152
bibimbap,152
service spot,152
courts,152
really fast,152
samosa,152
totally different,152
couple friends,152
buddies,152
fresh veggies,152
chicken marsala,152
family dinner,152
pepsi,152
servers nice,152
just wait,152
pretty bland,152
delicious especially,152
roses,152
best city,152
best tasting,152
grapes,152
gets crowded,152
tied,152
solved,152
mansion,152
soup delicious,152
sandwich just,152
especially price,152
birthday celebration,152
cbd,152
looking nice,152
recent trip,152
minded,152
engagement ring,152
definitely stay,152
tenant,152
menu little,152
batteries,152
jars,152
thumb,152
downtown location,152
hvac,152
sunshine,152
hang friends,152
bamboo,152
crazy good,152
healing,152
shaking,152
lick,152
dress code,152
return time,152
pf,152
ready time,152
physician,152
stay open,152
free dessert,152
advisor,152
susan,152
really yummy,152
perfect time,151
real good,151
perfectly prepared,151
dish good,151
remedy,151
meal definitely,151
clearing,151
money don,151
oxtail,151
didn bring,151
tried make,151
make special,151
sprinkles,151
wear mask,151
workouts,151
va,151
recommend visiting,151
adjustment,151
prices food,151
adjustments,151
scrapple,151
entr es,151
oh goodness,151
reason star,151
remote,151
stayed nights,151
ve noticed,151
great best,151
celiac,151
operating,151
like know,151
did think,151
payed,151
princess,151
time decided,151
regretted,151
il,151
think really,151
bless,151
contain,151
sure people,151
malt,151
raves,151
sales manager,151
just asked,151
bit longer,151
day really,151
bro,151
eagles,151
earlier day,151
ordered special,151
restaurant new,151
food probably,151
misses,151
keeps coming,151
best sandwich,151
place special,150
threw away,150
manufacturer,150
tomato pie,150
appointment day,150
italian sausage,150
linguini,150
turkey bacon,150
ve restaurant,150
jewel,150
juan,150
later night,150
location perfect,150
time finding,150
past saturday,150
peak hours,150
night good,150
outfit,150
try pizza,150
peaches,150
really amazing,150
atmosphere awesome,150
really recommend,150
birth,150
lava,150
bin,150
blankets,150
technical,150
hard make,150
willing pay,150
time tonight,150
make decision,150
yelped,150
got just,150
experience did,150
chow mein,150
just stopped,150
decent sized,150
throw away,150
fancier,150
continuously,150
sazerac,150
nice really,150
acrylics,150
